Date,Crop,Quantity Sold (kg),Price per kg (₹),Revenue (₹)
2021-03-07,Barley,1675,29.89,50065.75
2021-03-08,Rice,656,32.96,21621.76
2021-03-08,Wheat,1612,27.04,43588.48
2021-03-08,Corn,706,22.73,16047.38
2021-03-08,Millet,1120,18.29,20484.8
2021-03-08,Soybean,1035,47.0,48645.0
2021-03-08,Rapeseed,1126,50.78,57178.28
2021-03-08,Peanut,708,54.12,38316.96
2021-03-08,Sorghum,1038,20.42,21195.96
2021-03-08,Barley,1503,27.88,41903.64
2021-03-09,Rice,1079,29.45,31776.55
2021-03-09,Wheat,1628,22.79,37102.12
2021-03-09,Corn,1339,21.81,29203.59
2021-03-09,Millet,582,16.44,9568.08
2021-03-09,Soybean,1168,49.51,57827.68
2021-03-09,Rapeseed,1174,55.24,64851.76
2021-03-09,Peanut,1123,56.89,63887.47
2021-03-09,Sorghum,632,21.65,13682.8
2021-03-09,Barley,858,26.4,22651.2
2021-03-10,Rice,1357,27.44,37236.08
2021-03-10,Wheat,1579,25.41,40122.39
2021-03-10,Corn,936,21.66,20273.76
2021-03-10,Millet,1166,18.42,21477.72
2021-03-10,Soybean,1097,51.26,56232.22
2021-03-10,Rapeseed,2163,58.28,126059.64
2021-03-10,Peanut,1284,60.17,77258.28
2021-03-10,Sorghum,1018,18.23,18558.14
2021-03-10,Barley,790,29.94,23652.6
2021-03-11,Rice,896,29.39,26333.44
2021-03-11,Wheat,1388,23.56,32701.28
2021-03-11,Corn,882,21.5,18963.0
2021-03-11,Millet,818,16.25,13292.5
2021-03-11,Soybean,692,48.36,33465.12
2021-03-11,Rapeseed,1021,57.22,58421.62
2021-03-11,Peanut,1104,64.12,70788.48
2021-03-11,Sorghum,901,20.46,18434.46
2021-03-11,Barley,1456,25.84,37623.04
2021-03-12,Rice,1389,31.7,44031.3
2021-03-12,Wheat,1600,22.7,36320.0
2021-03-12,Corn,1334,22.33,29788.22
2021-03-12,Millet,1045,18.03,18841.35
2021-03-12,Soybean,892,52.16,46526.72
2021-03-12,Rapeseed,1275,60.22,76780.5
2021-03-12,Peanut,1122,57.99,65064.78
2021-03-12,Sorghum,570,21.71,12374.7
2021-03-12,Barley,1239,25.4,31470.6
2021-03-13,Rice,607,28.34,17202.38
2021-03-13,Wheat,1362,25.86,35221.32
2021-03-13,Corn,917,22.88,20980.96
2021-03-13,Millet,715,17.02,12169.3
2021-03-13,Soybean,1268,45.65,57884.2
2021-03-13,Rapeseed,1215,51.88,63034.2
2021-03-13,Peanut,1480,55.64,82347.2
2021-03-13,Sorghum,906,19.53,17694.18
2021-03-13,Barley,847,27.76,23512.72
2021-03-14,Rice,1381,28.94,39966.14
2021-03-14,Wheat,1325,25.43,33694.75
2021-03-14,Corn,988,20.64,20392.32
2021-03-14,Millet,1429,16.65,23792.85
2021-03-14,Soybean,1055,49.12,51821.6
2021-03-14,Rapeseed,1462,57.48,84035.76
2021-03-14,Peanut,551,64.41,35489.91
2021-03-14,Sorghum,1243,19.65,24424.95
2021-03-14,Barley,1321,29.13,38480.73
2021-03-15,Rice,1191,32.04,38159.64
2021-03-15,Wheat,719,26.7,19197.3
2021-03-15,Corn,1493,23.79,35518.47
2021-03-15,Millet,1022,18.03,18426.66
2021-03-15,Soybean,854,54.82,46816.28
2021-03-15,Rapeseed,1056,59.77,63117.12
2021-03-15,Peanut,930,57.29,53279.7
2021-03-15,Sorghum,1032,19.89,20526.48
2021-03-15,Barley,1933,28.59,55264.47
2021-03-16,Rice,694,28.14,19529.16
2021-03-16,Wheat,917,23.2,21274.4
2021-03-16,Corn,926,22.98,21279.48
2021-03-16,Millet,1286,18.59,23906.74
2021-03-16,Soybean,1024,50.94,52162.56
2021-03-16,Rapeseed,1093,54.0,59022.0
2021-03-16,Peanut,896,56.56,50677.76
2021-03-16,Sorghum,1062,20.8,22089.6
2021-03-16,Barley,2223,29.45,65467.35
2021-03-17,Rice,1134,27.17,30810.78
2021-03-17,Wheat,750,25.12,18840.0
2021-03-17,Corn,715,22.91,16380.65
2021-03-17,Millet,1079,19.56,21105.24
2021-03-17,Soybean,1153,46.11,53164.83
2021-03-17,Rapeseed,810,51.8,41958.0
2021-03-17,Peanut,593,64.87,38467.91
2021-03-17,Sorghum,906,20.28,18373.68
2021-03-17,Barley,1875,29.4,55125.0
2021-03-18,Rice,1085,31.86,34568.1
2021-03-18,Wheat,734,25.95,19047.3
2021-03-18,Corn,1348,21.78,29359.44
2021-03-18,Millet,705,16.6,11703.0
2021-03-18,Soybean,1004,48.12,48312.48
2021-03-18,Rapeseed,1204,50.54,60850.16
2021-03-18,Peanut,586,63.2,37035.2
2021-03-18,Sorghum,927,20.9,19374.3
2021-03-18,Barley,1687,27.81,46915.47
2021-03-19,Rice,1040,27.06,28142.4
2021-03-19,Wheat,634,23.36,14810.24
2021-03-19,Corn,597,23.48,14017.56
2021-03-19,Millet,1178,19.0,22382.0
2021-03-19,Soybean,1308,48.52,63464.16
2021-03-19,Rapeseed,1254,59.69,74851.26
2021-03-19,Peanut,1470,56.7,83349.0
2021-03-19,Sorghum,804,18.74,15066.96
2021-03-19,Barley,1483,30.15,44712.45
2021-03-20,Rice,1431,27.04,38694.24
2021-03-20,Wheat,1487,25.47,37873.89
2021-03-20,Corn,1244,20.89,25987.16
2021-03-20,Millet,554,19.77,10952.58
2021-03-20,Soybean,940,47.74,44875.6
2021-03-20,Rapeseed,2016,58.2,117331.2
2021-03-20,Peanut,1263,55.49,70083.87
2021-03-20,Sorghum,624,19.95,12448.8
2021-03-20,Barley,1224,30.11,36854.64
2021-03-21,Rice,1080,30.03,32432.4
2021-03-21,Wheat,1265,22.94,29019.1
2021-03-21,Corn,1310,22.36,29291.6
2021-03-21,Millet,1079,18.13,19562.27
2021-03-21,Soybean,1070,52.03,55672.1
2021-03-21,Rapeseed,2104,56.47,118812.88
2021-03-21,Peanut,960,58.23,55900.8
2021-03-21,Sorghum,719,18.1,13013.9
2021-03-21,Barley,900,30.28,27252.0
2021-03-22,Rice,1229,28.25,34719.25
2021-03-22,Wheat,913,26.5,24194.5
2021-03-22,Corn,838,22.93,19215.34
2021-03-22,Millet,664,18.4,12217.6
2021-03-22,Soybean,1222,47.96,58607.12
2021-03-22,Rapeseed,1840,58.08,106867.2
2021-03-22,Peanut,875,58.74,51397.5
2021-03-22,Sorghum,582,18.05,10505.1
2021-03-22,Barley,1465,30.56,44770.4
2021-03-23,Rice,868,27.99,24295.32
2021-03-23,Wheat,1614,23.45,37848.3
2021-03-23,Corn,1219,22.09,26927.71
2021-03-23,Millet,955,17.39,16607.45
2021-03-23,Soybean,1452,52.15,75721.8
2021-03-23,Rapeseed,1281,54.02,69199.62
2021-03-23,Peanut,709,57.45,40732.05
2021-03-23,Sorghum,1475,21.28,31388.0
2021-03-23,Barley,1948,25.77,50199.96
2021-03-24,Rice,510,27.63,14091.3
2021-03-24,Wheat,1186,23.12,27420.32
2021-03-24,Corn,1121,22.72,25469.12
2021-03-24,Millet,1492,18.19,27139.48
2021-03-24,Soybean,531,54.13,28743.03
2021-03-24,Rapeseed,1125,56.22,63247.5
2021-03-24,Peanut,854,62.48,53357.92
2021-03-24,Sorghum,797,18.93,15087.21
2021-03-24,Barley,1516,26.35,39946.6
2021-03-25,Rice,873,29.07,25378.11
2021-03-25,Wheat,694,24.22,16808.68
2021-03-25,Corn,1409,21.38,30124.42
2021-03-25,Millet,728,17.86,13002.08
2021-03-25,Soybean,1296,50.31,65201.76
2021-03-25,Rapeseed,1491,53.84,80275.44
2021-03-25,Peanut,1363,60.14,81970.82
2021-03-25,Sorghum,1216,21.82,26533.12
2021-03-25,Barley,760,26.49,20132.4
2021-03-26,Rice,515,28.49,14672.35
2021-03-26,Wheat,651,25.01,16281.51
2021-03-26,Corn,660,22.21,14658.6
2021-03-26,Millet,816,16.28,13284.48
2021-03-26,Soybean,985,48.07,47348.95
2021-03-26,Rapeseed,1540,51.6,79464.0
2021-03-26,Peanut,1432,57.99,83041.68
2021-03-26,Sorghum,567,20.34,11532.78
2021-03-26,Barley,1980,30.25,59895.0
2021-03-27,Rice,1425,31.98,45571.5
2021-03-27,Wheat,855,22.7,19408.5
2021-03-27,Corn,1133,22.25,25209.25
2021-03-27,Millet,1021,17.36,17724.56
2021-03-27,Soybean,857,54.38,46603.66
2021-03-27,Rapeseed,1758,56.12,98658.96
2021-03-27,Peanut,970,55.79,54116.3
2021-03-27,Sorghum,1059,18.7,19803.3
2021-03-27,Barley,1699,25.55,43409.45
2021-03-28,Rice,754,32.83,24753.82
2021-03-28,Wheat,856,24.16,20680.96
2021-03-28,Corn,661,22.08,14594.88
2021-03-28,Millet,1489,17.84,26563.76
2021-03-28,Soybean,796,51.7,41153.2
2021-03-28,Rapeseed,1738,58.01,100821.38
2021-03-28,Peanut,1196,55.05,65839.8
2021-03-28,Sorghum,1036,20.11,20833.96
2021-03-28,Barley,1521,27.53,41873.13
2021-03-29,Rice,929,27.47,25519.63
2021-03-29,Wheat,911,27.08,24669.88
2021-03-29,Corn,1097,20.73,22740.81
2021-03-29,Millet,1282,17.15,21986.3
2021-03-29,Soybean,881,54.23,47776.63
2021-03-29,Rapeseed,1191,50.7,60383.7
2021-03-29,Peanut,1177,55.0,64735.0
2021-03-29,Sorghum,713,21.44,15286.72
2021-03-29,Barley,1752,27.37,47952.24
2021-03-30,Rice,658,30.45,20036.1
2021-03-30,Wheat,1361,25.1,34161.1
2021-03-30,Corn,521,20.18,10513.78
2021-03-30,Millet,1240,16.36,20286.4
2021-03-30,Soybean,648,54.55,35348.4
2021-03-30,Rapeseed,759,58.66,44522.94
2021-03-30,Peanut,1303,54.27,70713.81
2021-03-30,Sorghum,1261,18.06,22773.66
2021-03-30,Barley,2137,27.62,59023.94
2021-03-31,Rice,1466,30.19,44258.54
2021-03-31,Wheat,1191,23.73,28262.43
2021-03-31,Corn,1070,22.13,23679.1
2021-03-31,Millet,656,19.63,12877.28
2021-03-31,Soybean,628,53.57,33641.96
2021-03-31,Rapeseed,1006,59.32,59675.92
2021-03-31,Peanut,1376,58.16,80028.16
2021-03-31,Sorghum,662,18.97,12558.14
2021-03-31,Barley,1494,29.3,43774.2
2021-04-01,Rice,889,31.56,28056.84
2021-04-01,Wheat,1305,24.31,31724.55
2021-04-01,Corn,1052,20.41,21471.32
2021-04-01,Millet,956,16.64,15907.84
2021-04-01,Soybean,1449,46.48,67349.52
2021-04-01,Rapeseed,1021,51.71,52795.91
2021-04-01,Peanut,868,54.87,47627.16
2021-04-01,Sorghum,685,18.64,12768.4
2021-04-01,Barley,989,30.53,30194.17
2021-04-02,Rice,1328,28.27,37542.56
2021-04-02,Wheat,1244,23.07,28699.08
2021-04-02,Corn,993,23.85,23683.05
2021-04-02,Millet,1008,19.26,19414.08
2021-04-02,Soybean,565,48.59,27453.35
2021-04-02,Rapeseed,1131,59.59,67396.29
2021-04-02,Peanut,622,60.53,37649.66
2021-04-02,Sorghum,503,19.24,9677.72
2021-04-02,Barley,1184,29.82,35306.88
2021-04-03,Rice,986,27.41,27026.26
2021-04-03,Wheat,832,26.98,22447.36
2021-04-03,Corn,1076,21.98,23650.48
2021-04-03,Millet,769,17.03,13096.07
2021-04-03,Soybean,939,45.9,43100.1
2021-04-03,Rapeseed,1084,52.06,56433.04
2021-04-03,Peanut,1105,64.57,71349.85
2021-04-03,Sorghum,614,18.77,11524.78
2021-04-03,Barley,1634,29.86,48791.24
2021-04-04,Rice,531,31.28,16609.68
2021-04-04,Wheat,1217,23.17,28197.89
2021-04-04,Corn,804,22.03,17712.12
2021-04-04,Millet,844,18.89,15943.16
2021-04-04,Soybean,666,47.94,31928.04
2021-04-04,Rapeseed,1903,57.93,110240.79
2021-04-04,Peanut,772,64.2,49562.4
2021-04-04,Sorghum,861,21.65,18640.65
2021-04-04,Barley,898,29.96,26904.08
2021-04-05,Rice,1005,31.37,31526.85
2021-04-05,Wheat,805,24.22,19497.1
2021-04-05,Corn,1487,20.09,29873.83
2021-04-05,Millet,806,19.73,15902.38
2021-04-05,Soybean,832,50.52,42032.64
2021-04-05,Rapeseed,1082,60.3,65244.6
2021-04-05,Peanut,1423,57.08,81224.84
2021-04-05,Sorghum,893,20.29,18118.97
2021-04-05,Barley,1548,27.72,42910.56
2021-04-06,Rice,1076,27.83,29945.08
2021-04-06,Wheat,1449,26.09,37804.41
2021-04-06,Corn,862,23.92,20619.04
2021-04-06,Millet,1459,18.42,26874.78
2021-04-06,Soybean,1160,50.73,58846.8
2021-04-06,Rapeseed,767,50.71,38894.57
2021-04-06,Peanut,703,62.26,43768.78
2021-04-06,Sorghum,1110,20.9,23199.0
2021-04-06,Barley,705,29.28,20642.4
2021-04-07,Rice,1108,31.16,34525.28
2021-04-07,Wheat,934,26.95,25171.3
2021-04-07,Corn,1293,20.59,26622.87
2021-04-07,Millet,990,17.16,16988.4
2021-04-07,Soybean,747,46.3,34586.1
2021-04-07,Rapeseed,1892,57.16,108146.72
2021-04-07,Peanut,1365,63.99,87346.35
2021-04-07,Sorghum,1133,19.87,22512.71
2021-04-07,Barley,1818,29.07,52849.26
2021-04-08,Rice,918,29.2,26805.6
2021-04-08,Wheat,1184,22.8,26995.2
2021-04-08,Corn,1437,21.19,30450.03
2021-04-08,Millet,1426,17.54,25012.04
2021-04-08,Soybean,556,53.83,29929.48
2021-04-08,Rapeseed,1469,51.69,75932.61
2021-04-08,Peanut,1262,65.28,82383.36
2021-04-08,Sorghum,955,21.45,20484.75
2021-04-08,Barley,1092,30.64,33458.88
2021-04-09,Rice,681,28.19,19197.39
2021-04-09,Wheat,763,22.67,17297.21
2021-04-09,Corn,681,20.15,13722.15
2021-04-09,Millet,637,16.95,10797.15
2021-04-09,Soybean,953,45.48,43342.44
2021-04-09,Rapeseed,761,58.28,44351.08
2021-04-09,Peanut,591,55.91,33042.81
2021-04-09,Sorghum,685,19.96,13672.6
2021-04-09,Barley,1511,25.82,39014.02
2021-04-10,Rice,1032,29.14,30072.48
2021-04-10,Wheat,984,22.7,22336.8
2021-04-10,Corn,655,24.15,15818.25
2021-04-10,Millet,1118,18.81,21029.58
2021-04-10,Soybean,534,50.88,27169.92
2021-04-10,Rapeseed,1159,50.82,58900.38
2021-04-10,Peanut,887,63.6,56413.2
2021-04-10,Sorghum,796,20.83,16580.68
2021-04-10,Barley,1758,28.04,49294.32
2021-04-11,Rice,538,31.05,16704.9
2021-04-11,Wheat,1252,24.36,30498.72
2021-04-11,Corn,995,22.3,22188.5
2021-04-11,Millet,1381,19.7,27205.7
2021-04-11,Soybean,1493,47.81,71380.33
2021-04-11,Rapeseed,1610,59.4,95634.0
2021-04-11,Peanut,1264,64.22,81174.08
2021-04-11,Sorghum,1122,18.88,21183.36
2021-04-11,Barley,1036,26.18,27122.48
2021-04-12,Rice,803,27.69,22235.07
2021-04-12,Wheat,1398,23.39,32699.22
2021-04-12,Corn,1468,22.47,32985.96
2021-04-12,Millet,1146,18.45,21143.7
2021-04-12,Soybean,792,53.63,42474.96
2021-04-12,Rapeseed,748,57.3,42860.4
2021-04-12,Peanut,1289,61.82,79685.98
2021-04-12,Sorghum,1238,21.77,26951.26
2021-04-12,Barley,1770,28.61,50639.7
2021-04-13,Rice,791,31.43,24861.13
2021-04-13,Wheat,656,25.37,16642.72
2021-04-13,Corn,923,24.19,22327.37
2021-04-13,Millet,1100,18.45,20295.0
2021-04-13,Soybean,1260,54.5,68670.0
2021-04-13,Rapeseed,1449,50.97,73855.53
2021-04-13,Peanut,921,64.45,59358.45
2021-04-13,Sorghum,773,20.59,15916.07
2021-04-13,Barley,1865,26.24,48937.6
2021-04-14,Rice,614,30.62,18800.68
2021-04-14,Wheat,572,22.99,13150.28
2021-04-14,Corn,905,22.24,20127.2
2021-04-14,Millet,1475,18.56,27376.0
2021-04-14,Soybean,758,53.5,40553.0
2021-04-14,Rapeseed,1730,55.5,96015.0
2021-04-14,Peanut,985,63.27,62320.95
2021-04-14,Sorghum,1141,20.81,23744.21
2021-04-14,Barley,746,29.27,21835.42
2021-04-15,Rice,1004,29.31,29427.24
2021-04-15,Wheat,1399,26.69,37339.31
2021-04-15,Corn,1039,23.08,23980.12
2021-04-15,Millet,643,17.33,11143.19
2021-04-15,Soybean,906,50.24,45517.44
2021-04-15,Rapeseed,1008,59.57,60046.56
2021-04-15,Peanut,813,62.53,50836.89
2021-04-15,Sorghum,1444,21.17,30569.48
2021-04-15,Barley,1517,25.27,38334.59
2021-04-16,Rice,1143,27.28,31181.04
2021-04-16,Wheat,1455,22.81,33188.55
2021-04-16,Corn,602,20.22,12172.44
2021-04-16,Millet,1100,18.93,20823.0
2021-04-16,Soybean,604,50.71,30628.84
2021-04-16,Rapeseed,738,50.79,37483.02
2021-04-16,Peanut,652,63.94,41688.88
2021-04-16,Sorghum,534,18.03,9628.02
2021-04-16,Barley,786,30.31,23823.66
2021-04-17,Rice,573,30.54,17499.42
2021-04-17,Wheat,784,26.17,20517.28
2021-04-17,Corn,779,22.53,17550.87
2021-04-17,Millet,1316,16.44,21635.04
2021-04-17,Soybean,1165,46.79,54510.35
2021-04-17,Rapeseed,1860,51.57,95920.2
2021-04-17,Peanut,811,65.64,53234.04
2021-04-17,Sorghum,525,21.66,11371.5
2021-04-17,Barley,1877,27.98,52518.46
2021-04-18,Rice,792,28.92,22904.64
2021-04-18,Wheat,552,26.74,14760.48
2021-04-18,Corn,966,22.51,21744.66
2021-04-18,Millet,1368,18.8,25718.4
2021-04-18,Soybean,501,49.76,24929.76
2021-04-18,Rapeseed,924,56.62,52316.88
2021-04-18,Peanut,1028,58.49,60127.72
2021-04-18,Sorghum,1018,18.35,18680.3
2021-04-18,Barley,1834,26.35,48325.9
2021-04-19,Rice,902,32.81,29594.62
2021-04-19,Wheat,883,23.02,20326.66
2021-04-19,Corn,590,21.3,12567.0
2021-04-19,Millet,936,18.19,17025.84
2021-04-19,Soybean,542,45.59,24709.78
2021-04-19,Rapeseed,1939,59.46,115292.94
2021-04-19,Peanut,1375,62.12,85415.0
2021-04-19,Sorghum,1361,21.37,29084.57
2021-04-19,Barley,920,27.87,25640.4
2021-04-20,Rice,613,28.31,17354.03
2021-04-20,Wheat,562,25.27,14201.74
2021-04-20,Corn,903,20.98,18944.94
2021-04-20,Millet,660,16.49,10883.4
2021-04-20,Soybean,1152,47.67,54915.84
2021-04-20,Rapeseed,1510,50.17,75756.7
2021-04-20,Peanut,843,57.35,48346.05
2021-04-20,Sorghum,913,20.64,18844.32
2021-04-20,Barley,1014,26.82,27195.48
2021-04-21,Rice,653,29.05,18969.65
2021-04-21,Wheat,538,25.7,13826.6
2021-04-21,Corn,1120,22.67,25390.4
2021-04-21,Millet,988,16.84,16637.92
2021-04-21,Soybean,1436,52.41,75260.76
2021-04-21,Rapeseed,872,53.28,46460.16
2021-04-21,Peanut,904,56.39,50976.56
2021-04-21,Sorghum,1053,21.07,22186.71
2021-04-21,Barley,1511,30.22,45662.42
2021-04-22,Rice,884,27.11,23965.24
2021-04-22,Wheat,1065,22.77,24250.05
2021-04-22,Corn,882,20.28,17886.96
2021-04-22,Millet,1053,17.51,18438.03
2021-04-22,Soybean,780,53.6,41808.0
2021-04-22,Rapeseed,898,59.41,53350.18
2021-04-22,Peanut,1307,59.81,78171.67
2021-04-22,Sorghum,891,21.46,19120.86
2021-04-22,Barley,1870,27.45,51331.5
2021-04-23,Rice,1164,32.07,37329.48
2021-04-23,Wheat,1016,24.83,25227.28
2021-04-23,Corn,1136,20.71,23526.56
2021-04-23,Millet,586,16.85,9874.1
2021-04-23,Soybean,664,49.5,32868.0
2021-04-23,Rapeseed,1034,49.6,51286.4
2021-04-23,Peanut,842,57.98,48819.16
2021-04-23,Sorghum,960,20.72,19891.2
2021-04-23,Barley,1346,27.44,36934.24
2021-04-24,Rice,880,28.73,25282.4
2021-04-24,Wheat,1147,27.05,31026.35
2021-04-24,Corn,1180,21.72,25629.6
2021-04-24,Millet,1417,19.22,27234.74
2021-04-24,Soybean,1216,48.16,58562.56
2021-04-24,Rapeseed,691,60.17,41577.47
2021-04-24,Peanut,638,57.2,36493.6
2021-04-24,Sorghum,626,19.33,12100.58
2021-04-24,Barley,705,27.83,19620.15
2021-04-25,Rice,743,27.63,20529.09
2021-04-25,Wheat,1211,22.63,27404.93
2021-04-25,Corn,1256,21.54,27054.24
2021-04-25,Millet,984,19.28,18971.52
2021-04-25,Soybean,1012,54.84,55498.08
2021-04-25,Rapeseed,1860,56.5,105090.0
2021-04-25,Peanut,1269,55.24,70099.56
2021-04-25,Sorghum,1351,19.91,26898.41
2021-04-25,Barley,1866,28.33,52863.78
2021-04-26,Rice,1126,29.11,32777.86
2021-04-26,Wheat,601,24.34,14628.34
2021-04-26,Corn,1012,20.68,20928.16
2021-04-26,Millet,929,19.01,17660.29
2021-04-26,Soybean,1156,48.11,55615.16
2021-04-26,Rapeseed,720,60.01,43207.2
2021-04-26,Peanut,1149,63.38,72823.62
2021-04-26,Sorghum,564,19.42,10952.88
2021-04-26,Barley,990,28.02,27739.8
2021-04-27,Rice,677,32.99,22334.23
2021-04-27,Wheat,647,23.48,15191.56
2021-04-27,Corn,1335,21.98,29343.3
2021-04-27,Millet,1161,17.52,20340.72
2021-04-27,Soybean,1012,52.08,52704.96
2021-04-27,Rapeseed,1912,56.47,107970.64
2021-04-27,Peanut,768,60.25,46272.0
2021-04-27,Sorghum,604,20.09,12134.36
2021-04-27,Barley,1856,25.32,46993.92
2021-04-28,Rice,906,30.17,27334.02
2021-04-28,Wheat,1293,27.48,35531.64
2021-04-28,Corn,1174,22.89,26872.86
2021-04-28,Millet,1111,18.21,20231.31
2021-04-28,Soybean,756,50.29,38019.24
2021-04-28,Rapeseed,1677,57.28,96058.56
2021-04-28,Peanut,1161,63.68,73932.48
2021-04-28,Sorghum,1140,18.49,21078.6
2021-04-28,Barley,1838,27.37,50306.06
2021-04-29,Rice,803,32.42,26033.26
2021-04-29,Wheat,935,22.59,21121.65
2021-04-29,Corn,1317,23.88,31449.96
2021-04-29,Millet,1459,18.44,26903.96
2021-04-29,Soybean,1414,50.98,72085.72
2021-04-29,Rapeseed,1063,58.63,62323.69
2021-04-29,Peanut,975,64.64,63024.0
2021-04-29,Sorghum,803,20.55,16501.65
2021-04-29,Barley,1840,25.22,46404.8
2021-04-30,Rice,535,27.03,14461.05
2021-04-30,Wheat,1092,23.6,25771.2
2021-04-30,Corn,1215,22.96,27896.4
2021-04-30,Millet,730,17.4,12702.0
2021-04-30,Soybean,1200,51.47,61764.0
2021-04-30,Rapeseed,1714,55.76,95572.64
2021-04-30,Peanut,1073,62.72,67298.56
2021-04-30,Sorghum,579,21.99,12732.21
2021-04-30,Barley,1860,25.27,47002.2
2021-05-01,Rice,1265,31.77,40189.05
2021-05-01,Wheat,528,26.43,13955.04
2021-05-01,Corn,736,21.1,15529.6
2021-05-01,Millet,1298,17.04,22117.92
2021-05-01,Soybean,938,51.61,48410.18
2021-05-01,Rapeseed,1476,54.08,79822.08
2021-05-01,Peanut,1415,57.86,81871.9
2021-05-01,Sorghum,1142,18.21,20795.82
2021-05-01,Barley,517,30.8,15923.6
2021-05-02,Rice,1222,30.71,37527.62
2021-05-02,Wheat,879,25.97,22827.63
2021-05-02,Corn,1351,22.12,29884.12
2021-05-02,Millet,1350,17.96,24246.0
2021-05-02,Soybean,1113,46.95,52255.35
2021-05-02,Rapeseed,991,54.62,54128.42
2021-05-02,Peanut,992,63.5,62992.0
2021-05-02,Sorghum,984,21.42,21077.28
2021-05-02,Barley,1376,26.76,36821.76
2021-05-03,Rice,639,27.35,17476.65
2021-05-03,Wheat,1075,24.94,26810.5
2021-05-03,Corn,888,19.93,17697.84
2021-05-03,Millet,631,19.34,12203.54
2021-05-03,Soybean,1403,52.43,73559.29
2021-05-03,Rapeseed,1185,53.77,63717.45
2021-05-03,Peanut,1486,62.69,93157.34
2021-05-03,Sorghum,789,18.72,14770.08
2021-05-03,Barley,1288,28.85,37158.8
2021-05-04,Rice,543,30.63,16632.09
2021-05-04,Wheat,1436,27.13,38958.68
2021-05-04,Corn,1145,23.84,27296.8
2021-05-04,Millet,1189,18.03,21437.67
2021-05-04,Soybean,1191,48.65,57942.15
2021-05-04,Rapeseed,1268,51.51,65314.68
2021-05-04,Peanut,861,62.38,53709.18
2021-05-04,Sorghum,967,19.87,19214.29
2021-05-04,Barley,1480,27.11,40122.8
2021-05-05,Rice,1166,27.49,32053.34
2021-05-05,Wheat,1111,27.29,30319.19
2021-05-05,Corn,609,24.03,14634.27
2021-05-05,Millet,759,18.87,14322.33
2021-05-05,Soybean,1406,50.68,71256.08
2021-05-05,Rapeseed,531,54.97,29189.07
2021-05-05,Peanut,1310,55.75,73032.5
2021-05-05,Sorghum,603,19.25,11607.75
2021-05-05,Barley,700,29.12,20384.0
2021-05-06,Rice,1242,28.12,34925.04
2021-05-06,Wheat,1096,27.26,29876.96
2021-05-06,Corn,1187,22.07,26197.09
2021-05-06,Millet,1434,19.29,27661.86
2021-05-06,Soybean,1287,52.63,67734.81
2021-05-06,Rapeseed,616,50.3,30984.8
2021-05-06,Peanut,645,65.47,42228.15
2021-05-06,Sorghum,1116,21.37,23848.92
2021-05-06,Barley,1367,26.41,36102.47
2021-05-07,Rice,1485,28.43,42218.55
2021-05-07,Wheat,702,25.98,18237.96
2021-05-07,Corn,747,20.73,15485.31
2021-05-07,Millet,895,17.08,15286.6
2021-05-07,Soybean,1294,50.52,65372.88
2021-05-07,Rapeseed,740,55.95,41403.0
2021-05-07,Peanut,728,56.92,41437.76
2021-05-07,Sorghum,1430,18.22,26054.6
2021-05-07,Barley,1171,25.46,29813.66
2021-05-08,Rice,628,31.39,19712.92
2021-05-08,Wheat,1060,26.71,28312.6
2021-05-08,Corn,826,21.74,17957.24
2021-05-08,Millet,1411,19.64,27712.04
2021-05-08,Soybean,928,49.61,46038.08
2021-05-08,Rapeseed,1290,59.89,77258.1
2021-05-08,Peanut,1220,57.5,70150.0
2021-05-08,Sorghum,605,18.36,11107.8
2021-05-08,Barley,746,27.91,20820.86
2021-05-09,Rice,588,28.28,16628.64
2021-05-09,Wheat,548,26.93,14757.64
2021-05-09,Corn,1478,23.82,35205.96
2021-05-09,Millet,642,18.96,12172.32
2021-05-09,Soybean,962,48.34,46503.08
2021-05-09,Rapeseed,504,50.48,25441.92
2021-05-09,Peanut,528,61.39,32413.92
2021-05-09,Sorghum,1336,18.43,24622.48
2021-05-09,Barley,1024,26.42,27054.08
2021-05-10,Rice,1442,31.04,44759.68
2021-05-10,Wheat,579,22.5,13027.5
2021-05-10,Corn,1159,20.41,23655.19
2021-05-10,Millet,1017,18.43,18743.31
2021-05-10,Soybean,1148,48.79,56010.92
2021-05-10,Rapeseed,788,58.92,46428.96
2021-05-10,Peanut,1337,62.03,82934.11
2021-05-10,Sorghum,1169,20.33,23765.77
2021-05-10,Barley,948,29.05,27539.4
2021-05-11,Rice,841,31.09,26146.69
2021-05-11,Wheat,1451,23.31,33822.81
2021-05-11,Corn,705,20.13,14191.65
2021-05-11,Millet,1175,19.66,23100.5
2021-05-11,Soybean,821,51.3,42117.3
2021-05-11,Rapeseed,986,50.78,50069.08
2021-05-11,Peanut,1225,59.46,72838.5
2021-05-11,Sorghum,775,20.52,15903.0
2021-05-11,Barley,1221,29.03,35445.63
2021-05-12,Rice,596,31.21,18601.16
2021-05-12,Wheat,864,27.35,23630.4
2021-05-12,Corn,1117,22.63,25277.71
2021-05-12,Millet,817,18.45,15073.65
2021-05-12,Soybean,956,47.46,45371.76
2021-05-12,Rapeseed,822,54.35,44675.7
2021-05-12,Peanut,1302,56.29,73289.58
2021-05-12,Sorghum,1178,19.95,23501.1
2021-05-12,Barley,513,28.58,14661.54
2021-05-13,Rice,654,30.08,19672.32
